GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4731	1.84e-01	1.86e-02	0.961	-2.3538603	-2.2622349	37.38	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
900	1.85e-01	1.86e-02	1.31	-2.3528931	-3.0828313	32.7	CCNG1	cyclin G1
1589	1.86e-01	1.88e-02	1.327	2.3494102	3.11695	94	CYP21A2	cytochrome P450 family 21 subfamily A member 2
84959	1.86e-01	1.88e-02	1.04	2.3494261	2.4428213	976.99	UBASH3B	ubiquitin associated and SH3 domain containing B
84890	1.86e-01	1.90e-02	1.697	2.3457851	3.9798934	194.71	ADO	2-aminoethanethiol dioxygenase
10367	1.86e-01	1.90e-02	1.284	-2.3458267	-3.0113441	129.13	MICU1	mitochondrial calcium uptake 1
93134	1.86e-01	1.89e-02	0.968	2.3469025	2.2722278	58.86	ZNF561	zinc finger protein 561
347862	1.86e-01	1.91e-02	0.938	2.3438571	2.1974537	16.38	GATD1	glutamine amidotransferase class 1 domain containing 1
109910379	1.86e-01	1.91e-02	0.716	2.3437856	1.6791227	114.57	RNA45SN3	RNA, 45S pre-ribosomal N3
5768	1.87e-01	1.92e-02	0.937	2.3420203	2.1948137	832.34	QSOX1	quiescin sulfhydryl oxidase 1
2034	1.87e-01	1.94e-02	1.227	2.3370557	2.868634	192.41	EPAS1	endothelial PAS domain protein 1
54545	1.87e-01	1.93e-02	1.316	-2.3393164	-3.0786265	73.27	MTMR12	myotubularin related protein 12
222166	1.87e-01	1.93e-02	1.206	-2.3388508	-2.8194917	201.05	MTURN	maturin, neural progenitor differentiation regulator homolog
26298	1.87e-01	1.95e-02	0.86	2.3365458	2.008571	1958.98	EHF	ETS homologous factor
25906	1.87e-01	1.93e-02	1.378	2.3398821	3.2245239	153.8	ANAPC15	anaphase promoting complex subunit 15
91689	1.87e-01	1.94e-02	1.09	-2.338053	-2.5478916	92.97	SMDT1	single-pass membrane protein with aspartate rich tail 1
654816	1.87e-01	1.95e-02	1.251	2.3355577	2.9213193	190.98	NCF1B	neutrophil cytosolic factor 1B pseudogene
5292	1.89e-01	1.97e-02	0.85	2.3320977	1.9817817	2575.55	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
50807	1.89e-01	1.99e-02	1.116	-2.3283789	-2.5993395	99.16	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
51	1.89e-01	1.98e-02	1.146	2.3298699	2.6691662	469.38	ACOX1	acyl-CoA oxidase 1
337878	1.89e-01	1.99e-02	0.985	2.3288685	2.2937594	1384.67	KRTAP7-1	keratin associated protein 7-1
63929	1.89e-01	1.98e-02	0.917	2.3297415	2.1368509	55.57	XPNPEP3	X-prolyl aminopeptidase 3
644054	1.92e-01	2.02e-02	0.828	2.3225838	1.9222242	692.05	FAM25C	family with sequence similarity 25 member C
108903150	1.92e-01	2.02e-02	1.16	2.3220665	2.6935114	58.33	ZNF8-ERVK3-1	ZNF8-ERVK3-1 readthrough
1041	1.92e-01	2.04e-02	0.727	2.3190679	1.6861455	3809.73	CDSN	corneodesmosin
3397	1.92e-01	2.04e-02	1.43	-2.3188308	-3.316062	214.79	ID1	inhibitor of DNA binding 1
386675	1.93e-01	2.05e-02	0.942	2.3163463	2.1815569	336.39	KRTAP10-7	keratin associated protein 10-7
6699	1.94e-01	2.07e-02	0.67	2.3139211	1.5507521	10564.43	SPRR1B	small proline rich protein 1B
2197	1.94e-01	2.07e-02	0.768	2.3139804	1.7760057	1083.6	FAU	FAU ubiquitin like and ribosomal protein S30 fusion
65018	1.94e-01	2.08e-02	0.975	2.3124255	2.2555232	396.4	PINK1	PTEN induced kinase 1
1590	1.96e-01	2.10e-02	1.329	2.307864	3.0679405	94.74	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene
377630	1.96e-01	2.11e-02	0.924	2.3054648	2.1301934	114.01	USP17L2	ubiquitin specific peptidase 17 like family member 2
9789	1.96e-01	2.12e-02	1.212	-2.3043812	-2.7939583	154.6	SPCS2	signal peptidase complex subunit 2
57447	1.96e-01	2.11e-02	0.956	2.3065689	2.2039294	1212.21	NDRG2	NDRG family member 2
9709	1.96e-01	2.12e-02	1.391	-2.3046257	-3.2051023	203.57	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
54676	1.97e-01	2.13e-02	1.024	2.3028757	2.357602	772.58	GTPBP2	GTP binding protein 2
353139	1.97e-01	2.13e-02	0.699	2.3020957	1.608064	8289.65	LCE2A	late cornified envelope 2A
7167	1.98e-01	2.15e-02	0.817	2.2985145	1.8787772	273.15	TPI1	triosephosphate isomerase 1
9415	2.00e-01	2.18e-02	1.135	2.2943278	2.6035767	447.85	FADS2	fatty acid desaturase 2
60488	2.02e-01	2.21e-02	1.157	-2.2889611	-2.6488875	46.23	MRPS35	mitochondrial ribosomal protein S35
642475	2.03e-01	2.22e-02	1.569	2.2876027	3.5883801	84.36	MROH6	maestro heat like repeat family member 6
100132929	2.03e-01	2.22e-02	0.828	2.2870111	1.8930382	700.63	FAM25BP	protein FAM25
162962	2.03e-01	2.23e-02	0.826	2.2848975	1.8876066	136.2	ZNF836	zinc finger protein 836
2222	2.04e-01	2.25e-02	0.937	-2.2821512	-2.1375485	271.36	FDFT1	farnesyl-diphosphate farnesyltransferase 1
728643	2.04e-01	2.24e-02	0.959	2.2828656	2.1883517	38.76	HNRNPA1P33	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33
4882	2.05e-01	2.26e-02	1.534	2.2794496	3.4975699	760.62	NPR2	natriuretic peptide receptor 2
7078	2.06e-01	2.28e-02	1.235	-2.2768619	-2.8122063	585.82	TIMP3	TIMP metallopeptidase inhibitor 3
3162	2.06e-01	2.28e-02	0.725	2.2771549	1.6503918	5114.03	HMOX1	heme oxygenase 1
54904	2.06e-01	2.29e-02	1.348	-2.2756076	-3.0670461	26.33	NSD3	nuclear receptor binding SET domain protein 3
6702	2.08e-01	2.31e-02	0.816	2.2719113	1.8540476	41.5	SPRR2C	small proline rich protein 2C (pseudogene)
57222	2.09e-01	2.33e-02	1.261	2.2678568	2.8590486	99.65	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
8368	2.09e-01	2.33e-02	1.291	2.2678195	2.9278596	30.41	H4C13	H4 clustered histone 13
347735	2.10e-01	2.35e-02	0.665	2.2653373	1.5074501	1847.69	SERINC2	serine incorporator 2
54664	2.10e-01	2.35e-02	0.857	-2.2653407	-1.9425174	178.96	TMEM106B	transmembrane protein 106B
26020	2.10e-01	2.36e-02	0.822	2.2643383	1.8616343	1306.69	LRP10	LDL receptor related protein 10
7314	2.11e-01	2.37e-02	0.6	2.2620666	1.3581242	4059.81	UBB	ubiquitin B
285172	2.11e-01	2.39e-02	1.108	-2.2590531	-2.503864	31.52	HYCC2	hyccin PI4KA lipid kinase complex subunit 2
1739	2.11e-01	2.39e-02	1.262	-2.2592883	-2.8515647	110.89	DLG1	discs large MAGUK scaffold protein 1
90410	2.11e-01	2.39e-02	1.256	-2.2591597	-2.8385318	62.42	IFT20	intraflagellar transport 20
147183	2.11e-01	2.39e-02	0.93	2.2584195	2.1006158	450.11	KRT25	keratin 25
58530	2.13e-01	2.41e-02	1.198	-2.2549411	-2.7017582	32.94	LY6G6D	lymphocyte antigen 6 family member G6D
57104	2.13e-01	2.42e-02	0.958	2.2538367	2.1600061	824.19	PNPLA2	patatin like phospholipase domain containing 2
124641	2.13e-01	2.42e-02	1.361	2.2534318	3.0677404	105.82	OVCA2	OVCA2 serine hydrolase domain containing
3029	2.15e-01	2.45e-02	0.946	-2.248652	-2.1281305	53.34	HAGH	hydroxyacylglutathione hydrolase
100534599	2.17e-01	2.48e-02	1.393	2.2441677	3.1252414	180.19	ISY1-RAB43	ISY1-RAB43 readthrough
109864272	2.17e-01	2.48e-02	0.775	2.2443009	1.7403811	80.64	RNA28SN4	RNA, 28S ribosomal N4
163732	2.18e-01	2.51e-02	0.923	2.2393268	2.0662441	132.22	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
55268	2.18e-01	2.52e-02	1.061	2.2390239	2.3754499	70.48	ECHDC2	enoyl-CoA hydratase domain containing 2
91663	2.18e-01	2.51e-02	1.3	-2.2404034	-2.9135222	109.98	MYADM	myeloid associated differentiation marker
80344	2.19e-01	2.53e-02	1.286	-2.2364644	-2.8758921	41.33	DCAF11	DDB1 and CUL4 associated factor 11
79152	2.19e-01	2.54e-02	1.443	2.2356194	3.2267585	72.38	FA2H	fatty acid 2-hydroxylase
9972	2.20e-01	2.56e-02	1.269	-2.2324552	-2.8337484	129.1	NUP153	nucleoporin 153
6923	2.20e-01	2.56e-02	0.676	2.2324592	1.5085285	1286.35	ELOB	elongin B
8220	2.20e-01	2.55e-02	1.374	-2.2332471	-3.0691688	45.92	ESS2	ess-2 splicing factor homolog
100008588	2.21e-01	2.57e-02	0.682	2.2301019	1.520107	18.72	RNA18SN5	RNA, 18S ribosomal N5
11335	2.22e-01	2.59e-02	1.245	-2.2274502	-2.7721796	80.46	CBX3	chromobox 3
5756	2.23e-01	2.61e-02	1.203	-2.2249358	-2.6766163	76.72	TWF1	twinfilin actin binding protein 1
3669	2.25e-01	2.63e-02	1.291	-2.2210265	-2.8667111	47.59	ISG20	interferon stimulated exonuclease gene 20
101928492	2.26e-01	2.65e-02	1.039	2.2184382	2.3055191	51.97	OR2A1-AS1	OR2A1 antisense RNA 1
135114	2.26e-01	2.66e-02	1.059	-2.2174053	-2.3489635	52.2	HINT3	histidine triad nucleotide binding protein 3
56910	2.27e-01	2.67e-02	0.91	2.2153078	2.0154704	610.23	STARD7	StAR related lipid transfer domain containing 7
28972	2.27e-01	2.67e-02	1.114	-2.215223	-2.4668837	66.8	SPCS1	signal peptidase complex subunit 1
4259	2.27e-01	2.68e-02	1.249	-2.2139272	-2.7654841	148.74	MGST3	microsomal glutathione S-transferase 3
729218	2.30e-01	2.73e-02	0.877	2.2071469	1.9349627	259.98	LOC729218	uncharacterized LOC729218
260434	2.30e-01	2.73e-02	1.086	2.2071318	2.3963144	268	PYDC1	pyrin domain containing 1
10980	2.32e-01	2.77e-02	1.137	-2.2019084	-2.5037366	148.91	COPS6	COP9 signalosome subunit 6
4502	2.32e-01	2.76e-02	0.948	-2.202552	-2.0886184	144.47	MT2A	metallothionein 2A
56993	2.34e-01	2.79e-02	1.097	2.1988801	2.4121682	642.11	TOMM22	translocase of outer mitochondrial membrane 22
10113	2.37e-01	2.83e-02	1.432	2.1928276	3.1395455	83.91	PREB	prolactin regulatory element binding
140609	2.37e-01	2.84e-02	1.026	-2.1913217	-2.2491804	97.33	NEK7	NIMA related kinase 7
6361	2.37e-01	2.85e-02	1.38	2.1907829	3.0228545	359.52	CCL17	C-C motif chemokine ligand 17
3837	2.37e-01	2.85e-02	1.107	-2.1907186	-2.4249929	101.94	KPNB1	karyopherin subunit beta 1
353132	2.40e-01	2.89e-02	0.758	2.1846117	1.6554761	28444.61	LCE1B	late cornified envelope 1B
79577	2.40e-01	2.90e-02	1.346	-2.1839391	-2.9387956	48.53	CDC73	cell division cycle 73
1981	2.40e-01	2.90e-02	1.132	2.1832751	2.4722447	923.66	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
130074	2.43e-01	2.95e-02	1.118	-2.1772943	-2.4352513	133.95	FAM168B	family with sequence similarity 168 member B
51351	2.43e-01	2.94e-02	0.963	2.1775788	2.0969774	25.29	ZNF117	zinc finger protein 117
64421	2.43e-01	2.95e-02	1.238	2.1768234	2.6955378	128.22	DCLRE1C	DNA cross-link repair 1C
10524	2.46e-01	2.99e-02	1.211	-2.1709096	-2.6295078	83.58	KAT5	lysine acetyltransferase 5
8493	2.46e-01	2.99e-02	0.956	-2.1711069	-2.0751226	39.9	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D
8841	2.47e-01	3.01e-02	1.471	2.168523	3.1890345	590.97	HDAC3	histone deacetylase 3
64599	2.48e-01	3.04e-02	1.019	-2.1653719	-2.2072385	45.12	GIGYF1	GRB10 interacting GYF protein 1
55450	2.49e-01	3.05e-02	0.906	-2.1635316	-1.9607388	228.56	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
57504	2.49e-01	3.06e-02	1.102	-2.1626569	-2.3830731	91.73	MTA3	metastasis associated 1 family member 3
8775	2.49e-01	3.05e-02	0.919	2.1629601	1.9884106	777.6	NAPA	NSF attachment protein alpha
6141	2.49e-01	3.06e-02	0.595	2.161749	1.2862105	6477.14	RPL18	ribosomal protein L18
5908	2.51e-01	3.09e-02	0.875	2.1577805	1.8874559	428.15	RAP1B	RAP1B, member of RAS oncogene family
337873	2.52e-01	3.11e-02	0.959	2.1554464	2.0680426	24.49	H2BC20P	H2B clustered histone 20, pseudogene
84961	2.52e-01	3.12e-02	0.987	2.1544842	2.1267398	121.47	FBXL20	F-box and leucine rich repeat protein 20
55088	2.52e-01	3.13e-02	1.136	-2.1532377	-2.446594	135.47	CCDC186	coiled-coil domain containing 186
6700	2.55e-01	3.16e-02	0.851	2.1490134	1.8292304	511.46	SPRR2A	small proline rich protein 2A
2353	2.56e-01	3.19e-02	1.092	2.1454604	2.3435222	1145.55	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
5341	2.58e-01	3.23e-02	1.026	2.1405562	2.1954429	396.32	PLEK	pleckstrin
23067	2.58e-01	3.23e-02	1.414	2.1409788	3.0281123	99.36	SETD1B	SET domain containing 1B, histone lysine methyltransferase
7576	2.58e-01	3.23e-02	0.894	2.1404461	1.9136347	22.2	ZNF28	zinc finger protein 28
104909134	2.59e-01	3.24e-02	1.094	-2.1389307	-2.3389995	38.2	LINC02210-CRHR1	LINC02210-CRHR1 readthrough
1075	2.60e-01	3.26e-02	1.481	-2.1370953	-3.1646796	56.19	CTSC	cathepsin C
4194	2.60e-01	3.31e-02	1.088	-2.1302855	-2.3169568	74.62	MDM4	MDM4 regulator of p53
9908	2.60e-01	3.31e-02	1.336	-2.1306098	-2.8455587	106.76	G3BP2	G3BP stress granule assembly factor 2
2870	2.60e-01	3.27e-02	1.501	2.1363363	3.2077077	87.15	GRK6	G protein-coupled receptor kinase 6
10793	2.60e-01	3.29e-02	0.924	2.1338123	1.9712018	57.74	ZNF273	zinc finger protein 273
10282	2.60e-01	3.29e-02	1.349	-2.1335854	-2.8783756	74.74	BET1	Bet1 golgi vesicular membrane trafficking protein
7094	2.60e-01	3.28e-02	1.365	2.134181	2.9127063	182.11	TLN1	talin 1
644019	2.60e-01	3.30e-02	1.007	-2.1322878	-2.1469733	36.14	ZNG1F	Zn regulated GTPase metalloprotein activator 1F
10988	2.60e-01	3.30e-02	1.241	-2.1324143	-2.645695	241.11	METAP2	methionyl aminopeptidase 2
283768	2.60e-01	3.27e-02	1.403	2.1355376	2.9957725	77.01	GOLGA8G	golgin A8 family member G
6813	2.60e-01	3.31e-02	1.324	2.1304566	2.8200343	350.84	STXBP2	syntaxin binding protein 2
997	2.60e-01	3.32e-02	0.758	2.1294617	1.6143682	1209.43	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme
22934	2.61e-01	3.34e-02	1.237	-2.127096	-2.6305436	84.35	RPIA	ribose 5-phosphate isomerase A
7453	2.61e-01	3.35e-02	1.167	-2.1258793	-2.4818899	73.54	WARS1	tryptophanyl-tRNA synthetase 1
445571	2.61e-01	3.36e-02	1.044	-2.1250069	-2.2189041	33.33	ZNG1C	Zn regulated GTPase metalloprotein activator 1C
4705	2.62e-01	3.39e-02	1.082	-2.1212007	-2.296034	97.32	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
51312	2.62e-01	3.38e-02	1.283	2.1220368	2.7230871	461.44	SLC25A37	solute carrier family 25 member 37
6652	2.62e-01	3.39e-02	1.268	2.121675	2.6910451	88.66	SORD	sorbitol dehydrogenase
337972	2.62e-01	3.37e-02	0.952	2.1231828	2.0222709	1860.1	KRTAP19-5	keratin associated protein 19-5
23499	2.62e-01	3.40e-02	1.089	-2.1197997	-2.3094142	268.76	MACF1	microtubule actin crosslinking factor 1
220213	2.63e-01	3.43e-02	1.127	2.1169894	2.3850986	430.69	OTUD1	OTU deubiquitinase 1
51187	2.63e-01	3.42e-02	0.928	-2.1176143	-1.9652238	157.82	RSL24D1	ribosomal L24 domain containing 1
8550	2.66e-01	3.47e-02	1.163	-2.1122243	-2.4562486	65	MAPKAPK5	MAPK activated protein kinase 5
587	2.66e-01	3.47e-02	1.197	-2.1123986	-2.5286928	39.46	BCAT2	branched chain amino acid transaminase 2
9149	2.66e-01	3.47e-02	1.143	-2.1115282	-2.4135574	39	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B
51125	2.66e-01	3.48e-02	0.901	2.1107792	1.9010932	2219.4	GOLGA7	golgin A7
6704	2.66e-01	3.49e-02	0.667	2.1100703	1.4083863	14024.8	SPRR2E	small proline rich protein 2E
114004351	2.68e-01	3.52e-02	0.776	2.1058641	1.634148	50.83	PARGP1-AGAP4	PARGP1-AGAP4 readthrough
92359	2.68e-01	3.52e-02	1.166	2.1063255	2.4560109	149.26	CRB3	crumbs cell polarity complex component 3
105372432	2.70e-01	3.56e-02	1.197	-2.1009729	-2.5155521	39.15	LOC105372432	uncharacterized LOC105372432
81566	2.73e-01	3.60e-02	0.818	2.0969453	1.7155346	36.9	CSRNP2	cysteine and serine rich nuclear protein 2
55219	2.73e-01	3.61e-02	1.192	2.095533	2.4983096	123.72	MACO1	macoilin 1
204	2.73e-01	3.63e-02	1.283	-2.0939691	-2.6871358	25.89	AK2	adenylate kinase 2
3300	2.73e-01	3.62e-02	0.944	-2.0941252	-1.9775293	44.11	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
6137	2.73e-01	3.62e-02	0.741	2.0943157	1.551758	173.06	RPL13	ribosomal protein L13
1937	2.73e-01	3.64e-02	0.538	2.0923405	1.125643	5655.16	EEF1G	eukaryotic translation elongation factor 1 gamma
9040	2.73e-01	3.64e-02	1.132	-2.0922508	-2.3686226	189.8	UBE2M	ubiquitin conjugating enzyme E2 M
27095	2.74e-01	3.65e-02	1.256	-2.0911459	-2.6264178	64.6	TRAPPC3	trafficking protein particle complex subunit 3
23350	2.74e-01	3.66e-02	1.548	2.090531	3.2356511	234.8	U2SURP	U2 snRNP associated SURP domain containing
147007	2.76e-01	3.70e-02	1.365	-2.0854467	-2.8463912	41.1	TMEM199	transmembrane protein 199
414062	2.76e-01	3.69e-02	1.505	2.0867376	3.1408884	165.12	CCL3L3	C-C motif chemokine ligand 3 like 3
149708	2.76e-01	3.70e-02	0.836	2.0854752	1.7437718	2177.63	WFDC5	WAP four-disulfide core domain 5
11042	2.77e-01	3.73e-02	0.913	-2.0829772	-1.9017123	260.73	GUSBP15	GUSB pseudogene 15
90007	2.78e-01	3.75e-02	0.86	2.0801768	1.7889806	195.5	MIDN	midnolin
83719	2.79e-01	3.76e-02	0.634	2.0789678	1.3190803	1907.38	YPEL3	yippee like 3
1387	2.80e-01	3.79e-02	1.167	2.076433	2.4228305	233	CREBBP	CREB binding protein
109910382	2.80e-01	3.79e-02	0.77	2.0763007	1.5989654	86.8	RNA28SN3	RNA, 28S ribosomal N3
55970	2.80e-01	3.80e-02	1.118	-2.0744442	-2.3199885	196.59	GNG12	G protein subunit gamma 12
353142	2.80e-01	3.81e-02	0.959	2.0743138	1.9902313	602.42	LCE3A	late cornified envelope 3A
51388	2.80e-01	3.81e-02	1.552	2.0739222	3.2183703	201.14	NIP7	nucleolar pre-rRNA processing protein NIP7
5606	2.81e-01	3.83e-02	0.625	2.0717452	1.2953547	449.2	MAP2K3	mitogen-activated protein kinase kinase 3
2760	2.82e-01	3.85e-02	0.803	2.0698898	1.661445	1514.24	GM2A	ganglioside GM2 activator
58476	2.82e-01	3.86e-02	1.2	-2.0685001	-2.4819072	41.62	TP53INP2	tumor protein p53 inducible nuclear protein 2
9099	2.84e-01	3.88e-02	1.125	2.0658668	2.3240781	1585.54	USP2	ubiquitin specific peptidase 2
4790	2.84e-01	3.90e-02	1.153	-2.0636694	-2.378537	62.74	NFKB1	nuclear factor kappa B subunit 1
6993	2.84e-01	3.91e-02	1.145	-2.06275	-2.3611815	87.79	DYNLT1	dynein light chain Tctex-type 1
3934	2.84e-01	3.90e-02	0.927	2.0641992	1.913742	4473.05	LCN2	lipocalin 2
9114	2.84e-01	3.92e-02	0.823	2.0625629	1.6966173	338.65	ATP6V0D1	ATPase H+ transporting V0 subunit d1
55670	2.84e-01	3.90e-02	0.975	2.0643537	2.0133667	69.84	PEX26	peroxisomal biogenesis factor 26
64218	2.85e-01	3.94e-02	1.237	-2.0600668	-2.5475089	136.07	SEMA4A	semaphorin 4A
389541	2.85e-01	3.95e-02	1.193	2.059443	2.4577035	259.05	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
221496	2.89e-01	4.00e-02	1.16	-2.053545	-2.3813019	49.68	LEMD2	LEM domain nuclear envelope protein 2
220869	2.91e-01	4.04e-02	1.043	-2.0496567	-2.1370785	33.31	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
84545	2.92e-01	4.07e-02	1.144	2.0468578	2.3407952	690.89	MRPL43	mitochondrial ribosomal protein L43
831	2.93e-01	4.09e-02	0.661	2.0447795	1.3524536	2068.76	CAST	calpastatin
2588	2.94e-01	4.10e-02	1.186	-2.0438477	-2.4242273	29.22	GALNS	galactosamine (N-acetyl)-6-sulfatase
23075	2.95e-01	4.13e-02	0.801	2.0406521	1.6341394	501.66	SWAP70	switching B cell complex subunit SWAP70
5049	2.95e-01	4.14e-02	1.304	-2.0399854	-2.6593227	45.09	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
100533181	2.95e-01	4.12e-02	1.324	-2.0416177	-2.7032979	153.84	FXYD6-FXYD2	FXYD6-FXYD2 readthrough
84518	2.95e-01	4.13e-02	0.657	2.0401094	1.3404984	9965.66	CNFN	cornifelin
56124	2.96e-01	4.17e-02	1.572	2.0361056	3.2002839	97.69	PCDHB12	protocadherin beta 12
4097	2.96e-01	4.17e-02	1.283	-2.0362187	-2.613374	21.38	MAFG	MAF bZIP transcription factor G
7538	2.97e-01	4.18e-02	0.642	2.0351912	1.3067162	3617.06	ZFP36	ZFP36 ring finger protein
3836	2.97e-01	4.20e-02	1.169	-2.0337022	-2.377485	52.83	KPNA1	karyopherin subunit alpha 1
85495	2.97e-01	4.19e-02	0.65	2.0340725	1.3212979	25651.23	RPPH1	ribonuclease P RNA component H1
10038	2.97e-01	4.21e-02	0.65	2.0321908	1.3201598	25656.79	PARP2	poly(ADP-ribose) polymerase 2
10005	2.98e-01	4.22e-02	1.227	2.0314404	2.492571	480.6	ACOT8	acyl-CoA thioesterase 8
79142	2.98e-01	4.23e-02	1.263	-2.0302686	-2.5636093	25.92	PHF23	PHD finger protein 23
415116	2.98e-01	4.24e-02	1.116	-2.0300218	-2.266189	103.88	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
7555	2.99e-01	4.26e-02	0.755	2.0274137	1.5300362	1624.05	CNBP	CCHC-type zinc finger nucleic acid binding protein
8857	3.00e-01	4.29e-02	1.47	2.0249714	2.9761963	162.15	FCGBP	Fc gamma binding protein
124976	3.01e-01	4.30e-02	0.741	2.0241515	1.4989732	3017.79	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate
23435	3.04e-01	4.35e-02	1.004	-2.0192525	-2.0265839	75.34	TARDBP	TAR DNA binding protein
6202	3.04e-01	4.36e-02	0.754	2.0182414	1.5224788	6457.74	RPS8	ribosomal protein S8
3898	3.06e-01	4.39e-02	0.694	2.0153596	1.3982777	2152.91	LAD1	ladinin 1
124936	3.06e-01	4.40e-02	1.049	-2.0142687	-2.1133244	22.25	CYB5D2	cytochrome b5 domain containing 2
10487	3.08e-01	4.43e-02	0.914	2.0109395	1.8381027	601.74	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
51141	3.08e-01	4.43e-02	1.349	-2.0108238	-2.7132138	67.59	INSIG2	insulin induced gene 2
1847	3.10e-01	4.48e-02	0.777	2.0063105	1.5598417	2373.71	DUSP5	dual specificity phosphatase 5
51324	3.10e-01	4.48e-02	1.144	-2.0068868	-2.2954265	66.99	SPG21	SPG21 abhydrolase domain containing, maspardin
1778	3.13e-01	4.54e-02	1.065	2.0012716	2.1309768	136.3	DYNC1H1	dynein cytoplasmic 1 heavy chain 1
4792	3.13e-01	4.55e-02	0.653	2.0003233	1.3065699	2340.54	NFKBIA	NFKB inhibitor alpha
149466	3.15e-01	4.58e-02	1.213	1.9974295	2.4235945	132.83	C1orf210	chromosome 1 open reading frame 210
10284	3.15e-01	4.57e-02	1.231	-1.9978693	-2.4585158	270.6	SAP18	Sin3A associated protein 18
29927	3.16e-01	4.60e-02	0.941	-1.9952177	-1.8780099	144.71	SEC61A1	SEC61 translocon subunit alpha 1
23061	3.17e-01	4.63e-02	1.239	1.9928158	2.4682304	308.74	TBC1D9B	TBC1 domain family member 9B
163131	3.17e-01	4.62e-02	0.869	1.9931731	1.7313483	78.41	ZNF780B	zinc finger protein 780B
8915	3.17e-01	4.64e-02	1.305	-1.9918837	-2.5994554	26.45	BCL10	BCL10 immune signaling adaptor
5495	3.17e-01	4.66e-02	1.105	-1.9899504	-2.1994556	102.62	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
1509	3.17e-01	4.65e-02	0.797	1.990563	1.5871767	1377.72	CTSD	cathepsin D
3021	3.17e-01	4.65e-02	0.635	1.9907855	1.2640398	7552.04	H3-3B	H3.3 histone B
10163	3.17e-01	4.67e-02	1.228	1.9893244	2.4424573	300.14	WASF2	WASP family member 2
948	3.19e-01	4.70e-02	1.245	1.9865494	2.4735759	310.3	CD36	CD36 molecule
6884	3.20e-01	4.74e-02	1.005	-1.9829757	-1.9927636	91.94	TAF13	TATA-box binding protein associated factor 13
80821	3.20e-01	4.73e-02	1.386	-1.9837555	-2.7497567	125.46	DDHD1	DDHD domain containing 1
81565	3.20e-01	4.73e-02	0.684	1.983326	1.3561977	1089.77	NDEL1	nudE neurodevelopment protein 1 like 1
4715	3.21e-01	4.77e-02	1.187	-1.9804481	-2.3504251	195.69	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
5268	3.21e-01	4.76e-02	1.214	-1.9806739	-2.4043375	773.57	SERPINB5	serpin family B member 5
3891	3.21e-01	4.77e-02	1.286	-1.9797818	-2.5452847	2402.52	KRT85	keratin 85
105373835	3.23e-01	4.82e-02	1.179	-1.975382	-2.3298938	28.52	LOC105373835	uncharacterized LOC105373835
55894	3.23e-01	4.82e-02	0.765	1.9755259	1.5121014	240.36	DEFB103B	defensin beta 103B
3849	3.23e-01	4.83e-02	1.246	1.9751213	2.4605899	604.12	KRT2	keratin 2
84661	3.23e-01	4.87e-02	1.099	-1.9716202	-2.1677625	139.51	DPY30	dpy-30 histone methyltransferase complex regulatory subunit
51134	3.23e-01	4.86e-02	1.196	1.9724889	2.3591232	50.47	CEP83	centrosomal protein 83
7374	3.23e-01	4.87e-02	1.207	1.9715117	2.3800678	152.24	UNG	uracil DNA glycosylase
9351	3.23e-01	4.86e-02	1.079	1.9719145	2.1273951	389.72	NHERF2	NHERF family PDZ scaffold protein 2
10627	3.23e-01	4.87e-02	0.653	1.9713854	1.2878135	943.06	MYL12A	myosin light chain 12A
5476	3.23e-01	4.84e-02	0.845	1.9741847	1.6685613	616.16	CTSA	cathepsin A
2035	3.23e-01	4.88e-02	1.105	1.9701326	2.1774171	116.5	EPB41	erythrocyte membrane protein band 4.1
59344	3.23e-01	4.88e-02	1.024	1.9699247	2.0163015	2126.85	ALOXE3	arachidonate lipoxygenase 3
